created_at,author_id,text,author,sentiment_score
2023-05-02 03:59:21+00:00,1.60E+18,#VoiceToParliament #VoteNo #yes23 #VoteYes https://t.co/QBnWrWXedU https://t.co/coCCNbgPz9,"{'pinned_tweet_id': '1618555898116591618', 'public_metrics': {'followers_count': 138, 'following_count': 144, 'tweet_count': 3991, 'listed_count': 3}, 'url': 'https://t.co/nCLcdQjP53', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nCLcdQjP53', 'expanded_url': 'https://bit.ly/3Jo6Tbs', 'display_url': 'bit.ly/3Jo6Tbs'}]}}, 'location': 'None of your Business ', 'protected': False, 'name': 'emma amazing', 'username': 'pandavasdream30', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1651550695101976578/rFBkq_zZ_normal.jpg', 'description': 'Those who believe the charade surely deserve it ❤️🥂✨\nMay Noble Thoughts Come to Us from All Sides! ✨\n🔥TRUTH ALONE TRIUMPHS🔥\nUnity 🤍 Love ❤️ High things ✨', 'created_at': '2022-12-05T03:42:54.000Z', 'id': '1599610187005820929', 'verified': False}",0
2023-05-02 03:58:25+00:00,1.55E+18,"Propaganda on this scale was last seen in #Germany in the 1930s. What is old, is new again in #Australia. 

I don't care which 'celebrity' they pay off to try and tell us that inserting racism in our constitution is ok, I'm still voting NO! 

#VoiceToParliament #Auspol #VoteNO https://t.co/N8L2aFt0fQ","{'public_metrics': {'followers_count': 98, 'following_count': 435, 'tweet_count': 2034, 'listed_count': 2}, 'entities': {'description': {'hashtags': [{'start': 94, 'end': 101, 'tag': 'Taiwan'}, {'start': 105, 'end': 110, 'tag': 'GSTK'}]}}, 'location': 'Australia/Taiwan', 'protected': False, 'name': 'RT today', 'username': 'rt_today', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1620373652754796544/MRdJhwRl_normal.jpg', 'description': 'Social commentator and patron of the arts. Former Political Advisor. Progressive.\nDefender of #Taiwan🇹🇼. #GSTK\nRTs = endorsement.\n🇦🇺🇬🇧🇹🇼🇷🇺', 'created_at': '2022-07-27T14:52:25.000Z', 'id': '1552305815440465920', 'verified': False}",-0.8794
2023-05-02 03:56:27+00:00,1.12E+18,RT @pandavasdream30: @JennettaQB @davidHRLC https://t.co/ialIfR85Fx #VoteNo #VoiceToParliament,"{'pinned_tweet_id': '1643886402692878336', 'public_metrics': {'followers_count': 4012, 'following_count': 1452, 'tweet_count': 12218, 'listed_count': 19}, 'url': 'https://t.co/ZxTyjJUg6b', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZxTyjJUg6b', 'expanded_url': 'https://linktr.ee/JennettaQB', 'display_url': 'linktr.ee/JennettaQB'}]}}, 'location': 'Sydney, New South Wales', 'protected': False, 'name': 'Jennetta Quinn-Bates', 'username': 'JennettaQB', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1631106776857968640/PZam6Xmc_normal.jpg', 'description': 'Barkindji | Inaugural Walkley Indigenous Scholarship winner | Ex: ABC News, SBS/ NITV, 2SM ✍🏽 : Junkee, Guardian, IndigenousX', 'created_at': '2019-04-24T06:09:40.000Z', 'id': '1120932799509229568', 'verified': False}",0
2023-05-02 03:55:59+00:00,1.52E+18,RT @MissPolly62: This is a list of some of Labors achievements thus far (just in case anyone was wondering what they have been up to). They…,"{'public_metrics': {'followers_count': 16, 'following_count': 18, 'tweet_count': 1967, 'listed_count': 0}, 'protected': False, 'name': 'Kay Parker', 'username': 'kayaparker0505', 'profile_image_url': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'description': '', 'created_at': '2022-04-16T06:47:52.000Z', 'id': '1515220311469621248', 'verified': False}",0
2023-05-02 03:54:08+00:00,67244474,RT @SquizzSTK: The spineless Victorian Liberals got praise from the media yesterday for not having a position on the Voice ... because they…,"{'pinned_tweet_id': '1528379715056189441', 'public_metrics': {'followers_count': 12577, 'following_count': 6845, 'tweet_count': 268395, 'listed_count': 300}, 'url': 'https://t.co/fEYXD4oOee', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fEYXD4oOee', 'expanded_url': 'http://NoFibs.com.au', 'display_url': 'NoFibs.com.au'}]}}, 'location': 'Bunurong Country', 'protected': False, 'name': 'Rapid Unscheduled Disassembling CEO of this site', 'username': 'geeksrulz', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1634822417569947649/T4ddQ9EE_normal.jpg', 'description': 'We do not inherit the Earth from our Ancestors; we borrow it from our Children. We’re all in this together. Let’s fight the good fight. @geeksrulz@mastodon.au', 'created_at': '2009-08-20T06:08:42.000Z', 'id': '67244474', 'verified': False}",0.5574
2023-05-02 03:53:04+00:00,425580734,"RT @gorgeousdunny1: Great address by James Baldwin in 1965. 
Our history may differ from America's. Ours is about the indigenous and island…","{'public_metrics': {'followers_count': 16039, 'following_count': 17749, 'tweet_count': 2124019, 'listed_count': 3663}, 'location': 'Southern hemisphere', 'protected': False, 'name': 'gail simmons', 'username': 'jurylady5', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1703995717/IMG00257-20110618-1653_normal.jpg', 'description': 'Interested in world affairs, communication, education and peace.', 'created_at': '2011-12-01T05:19:56.000Z', 'id': '425580734', 'verified': False}",0.6249
2023-05-02 03:52:38+00:00,1.43E+18,RT @SquizzSTK: The spineless Victorian Liberals got praise from the media yesterday for not having a position on the Voice ... because they…,"{'public_metrics': {'followers_count': 59, 'following_count': 90, 'tweet_count': 16497, 'listed_count': 1}, 'protected': False, 'name': 'Anthony Miller', 'username': 'Anthony64528315', 'profile_image_url': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'description': '', 'created_at': '2021-08-16T03:07:40.000Z', 'id': '1427104658774904836', 'verified': False}",0.5574
2023-05-02 03:49:42+00:00,1.44E+18,"RT @EddieSynot: Times up Warren (@nyunggai)! Whether Yes or No, your grift is exposed. You ignore communities calling out for the Voice &amp; i…","{'public_metrics': {'followers_count': 274, 'following_count': 240, 'tweet_count': 36942, 'listed_count': 0}, 'entities': {'description': {'hashtags': [{'start': 0, 'end': 5, 'tag': 'Vote'}]}}, 'protected': False, 'name': 'anne Okeefe#VoteYes', 'username': 'anneOkeefe7', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1598889193945518081/ETDAHoXB_normal.jpg', 'description': '#Vote YES#NeverLNP', 'created_at': '2021-09-07T06:33:14.000Z', 'id': '1435128962615701507', 'verified': False}",-0.3802
2023-05-02 03:49:23+00:00,1.60E+18,@JennettaQB @davidHRLC https://t.co/ialIfR85Fx #VoteNo #VoiceToParliament,"{'pinned_tweet_id': '1618555898116591618', 'public_metrics': {'followers_count': 138, 'following_count': 144, 'tweet_count': 3991, 'listed_count': 3}, 'url': 'https://t.co/nCLcdQjP53', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nCLcdQjP53', 'expanded_url': 'https://bit.ly/3Jo6Tbs', 'display_url': 'bit.ly/3Jo6Tbs'}]}}, 'location': 'None of your Business ', 'protected': False, 'name': 'emma amazing', 'username': 'pandavasdream30', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1651550695101976578/rFBkq_zZ_normal.jpg', 'description': 'Those who believe the charade surely deserve it ❤️🥂✨\nMay Noble Thoughts Come to Us from All Sides! ✨\n🔥TRUTH ALONE TRIUMPHS🔥\nUnity 🤍 Love ❤️ High things ✨', 'created_at': '2022-12-05T03:42:54.000Z', 'id': '1599610187005820929', 'verified': False}",0
2023-05-02 03:48:42+00:00,425580734,RT @MissPolly62: Tony Abbott is trending so I thought it was the perfect time to share this hilarious video of the dimwitted fool. How he e…,"{'public_metrics': {'followers_count': 16039, 'following_count': 17749, 'tweet_count': 2124019, 'listed_count': 3663}, 'location': 'Southern hemisphere', 'protected': False, 'name': 'gail simmons', 'username': 'jurylady5', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1703995717/IMG00257-20110618-1653_normal.jpg', 'description': 'Interested in world affairs, communication, education and peace.', 'created_at': '2011-12-01T05:19:56.000Z', 'id': '425580734', 'verified': False}",0.729
2023-05-02 03:47:33+00:00,750959971,RT @SquizzSTK: The spineless Victorian Liberals got praise from the media yesterday for not having a position on the Voice ... because they…,"{'public_metrics': {'followers_count': 1568, 'following_count': 989, 'tweet_count': 429398, 'listed_count': 44}, 'protected': False, 'name': '💧💦Mango Tree', 'username': 'mangotree_books', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1579114754425389056/nQay0VeE_normal.jpg', 'description': 'I live in a northern town\nWill remove drips when Taylor & Joyce are prosecuted for water rights corruption', 'created_at': '2012-08-11T08:58:09.000Z', 'id': '750959971', 'verified': False}",0.5574
2023-05-02 03:46:42+00:00,19370499,"I'm in Altona, Melbourne today. 

On the bins in Logan reserve, by the Altona beach foreshore, One Nation supporters have been plastering on One nation produced these stickers of malicious narratives about the Voice to parliament. 

#auspol #VoiceToParliament https://t.co/ZvpxWpK6QU","{'pinned_tweet_id': '1409842380212117508', 'public_metrics': {'followers_count': 2367, 'following_count': 4998, 'tweet_count': 67054, 'listed_count': 52}, 'url': 'https://t.co/rmagSV1f1z', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rmagSV1f1z', 'expanded_url': 'https://aus.social/@anth0888', 'display_url': 'aus.social/@anth0888'}]}}, 'location': 'Melbourne (Naarm), Australia', 'protected': False, 'name': 'Anth W. 🌏', 'username': 'anth0888', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1631976198388744192/fzIQsykv_normal.jpg', 'description': 'Gen Y Social Change Advocate  | \nTalks: Politics, Social & Intl Affairs, Healthcare, Justice | \nAdventurer 🌏 | Gardener 🌱 | Australian/Spanish | RTs ≠ End.', 'created_at': '2009-01-22T23:50:40.000Z', 'id': '19370499', 'verified': False}",0.4404
2023-05-02 03:44:50+00:00,2278506745,RT @BlakAcademic: Listening to the Voice inquiry in #Cairns while at work.  So wonderful to hear so many Elders and elected Local Council m…,"{'pinned_tweet_id': '1350397296123396099', 'public_metrics': {'followers_count': 15767, 'following_count': 15834, 'tweet_count': 57192, 'listed_count': 78}, 'entities': {'description': {'urls': [{'start': 126, 'end': 149, 'url': 'https://t.co/Uww2BEfwhP', 'expanded_url': 'https://traumainformedworld.com', 'display_url': 'traumainformedworld.com'}]}}, 'location': 'Australia', 'protected': False, 'name': 'Dr Louise Hansen 🌷🕊', 'username': 'drlouisehansen', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1449714662052745218/d1S8JTut_normal.jpg', 'description': 'The byproduct of clarity is peace. Joy is peace dancing. Academic | Psychologist | Human Rights Advocate | PhD in Psychology. https://t.co/Uww2BEfwhP', 'created_at': '2014-01-06T04:23:49.000Z', 'id': '2278506745', 'verified': True}",0.6115
2023-05-02 03:44:46+00:00,50555889,"RT @ruthloadedbrush: @australian The reality 👇 rather than what 
@nyunggai and you would like us to believe. 

#VoiceToParliament #VoteYes…","{'pinned_tweet_id': '1519640654510387200', 'public_metrics': {'followers_count': 84, 'following_count': 233, 'tweet_count': 3187, 'listed_count': 1}, 'location': 'Brisbane, Queensland', 'protected': False, 'name': 'Barnarni', 'username': 'Binarni', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1610429681362427904/GppyeLop_normal.jpg', 'description': ""On Turrbal country, Mununjali man, teacher, advocate for social justice. Occasional mediocre writer, I am a seeker of truth. No Dm's unless we’re pals."", 'created_at': '2009-06-25T05:01:17.000Z', 'id': '50555889', 'verified': False}",0.3612
2023-05-02 03:44:40+00:00,97767496,RT @EddieSynot: The responsibility is on Australians to answer the #UluruStatement invitation. Speak up. Help us. We can't do it alone. Thi…,"{'public_metrics': {'followers_count': 1629, 'following_count': 2609, 'tweet_count': 8941, 'listed_count': 24}, 'location': 'Melbourne, Australia', 'protected': False, 'name': 'Ben Ellis 🐞(is that a tic?)', 'username': 'benjaellis', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1555940677783101440/7SfcEWpE_normal.jpg', 'description': 'Writer, dramatist. Father. Husband. Feminist. Isolated collectivist. 332.65 ppm. He/him. Trans rights are human rights 🏳️\u200d⚧️', 'created_at': '2009-12-18T23:03:55.000Z', 'id': '97767496', 'verified': False}",0.533
2023-05-02 03:44:34+00:00,2278506745,"RT @AWStephen: Well worth a read: “Australia is at a moment in time, a clinch point, where the outcome of this referendum will not change w…","{'pinned_tweet_id': '1350397296123396099', 'public_metrics': {'followers_count': 15767, 'following_count': 15834, 'tweet_count': 57192, 'listed_count': 78}, 'entities': {'description': {'urls': [{'start': 126, 'end': 149, 'url': 'https://t.co/Uww2BEfwhP', 'expanded_url': 'https://traumainformedworld.com', 'display_url': 'traumainformedworld.com'}]}}, 'location': 'Australia', 'protected': False, 'name': 'Dr Louise Hansen 🌷🕊', 'username': 'drlouisehansen', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1449714662052745218/d1S8JTut_normal.jpg', 'description': 'The byproduct of clarity is peace. Joy is peace dancing. Academic | Psychologist | Human Rights Advocate | PhD in Psychology. https://t.co/Uww2BEfwhP', 'created_at': '2014-01-06T04:23:49.000Z', 'id': '2278506745', 'verified': True}",0.4588
2023-05-02 03:44:20+00:00,2278506745,RT @EddieSynot: The responsibility is on Australians to answer the #UluruStatement invitation. Speak up. Help us. We can't do it alone. Thi…,"{'pinned_tweet_id': '1350397296123396099', 'public_metrics': {'followers_count': 15767, 'following_count': 15834, 'tweet_count': 57192, 'listed_count': 78}, 'entities': {'description': {'urls': [{'start': 126, 'end': 149, 'url': 'https://t.co/Uww2BEfwhP', 'expanded_url': 'https://traumainformedworld.com', 'display_url': 'traumainformedworld.com'}]}}, 'location': 'Australia', 'protected': False, 'name': 'Dr Louise Hansen 🌷🕊', 'username': 'drlouisehansen', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1449714662052745218/d1S8JTut_normal.jpg', 'description': 'The byproduct of clarity is peace. Joy is peace dancing. Academic | Psychologist | Human Rights Advocate | PhD in Psychology. https://t.co/Uww2BEfwhP', 'created_at': '2014-01-06T04:23:49.000Z', 'id': '2278506745', 'verified': True}",0.533
2023-05-02 03:43:41+00:00,299502506,RT @EddieSynot: The responsibility is on Australians to answer the #UluruStatement invitation. Speak up. Help us. We can't do it alone. Thi…,"{'pinned_tweet_id': '1529215152574599168', 'public_metrics': {'followers_count': 3795, 'following_count': 3062, 'tweet_count': 72928, 'listed_count': 56}, 'url': 'https://t.co/0Uj2e2EMOD', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0Uj2e2EMOD', 'expanded_url': 'http://www.dianaryall.com.au', 'display_url': 'dianaryall.com.au'}]}}, 'location': 'Gadigal Country, NSW Australia', 'protected': False, 'name': '🌱 Diana Ryall AM 🌏🌈🇳🇿🇷🇼💧', 'username': 'DianaRyall', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1571757512/SAVE0014_normal.jpg', 'description': 'CLIMATE ACTION, POLITICAL INTEGRITY AND EQUALITY - Australia for all Australians (she/her)', 'created_at': '2011-05-16T06:11:53.000Z', 'id': '299502506', 'verified': False}",0.533
2023-05-02 03:43:19+00:00,334288113,RT @EddieSynot: The responsibility is on Australians to answer the #UluruStatement invitation. Speak up. Help us. We can't do it alone. Thi…,"{'public_metrics': {'followers_count': 527, 'following_count': 1443, 'tweet_count': 9981, 'listed_count': 0}, 'location': 'Tasmania', 'protected': False, 'name': 'Sacky #VoteYes', 'username': 'M_Elph', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1595930882074083328/tg6fya12_normal.jpg', 'description': 'Bird lover and inequality hater.', 'created_at': '2011-07-12T21:24:37.000Z', 'id': '334288113', 'verified': False}",0.533
2023-05-02 03:43:16+00:00,412631330,RT @SquizzSTK: The spineless Victorian Liberals got praise from the media yesterday for not having a position on the Voice ... because they…,"{'public_metrics': {'followers_count': 393, 'following_count': 414, 'tweet_count': 28771, 'listed_count': 0}, 'entities': {'description': {'hashtags': [{'start': 0, 'end': 5, 'tag': 'Vote'}]}}, 'location': 'melbourne', 'protected': False, 'name': 'paula smith', 'username': 'paulasmith47', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1593873348827566081/cVt4pAhY_normal.jpg', 'description': '#Vote Yes. Respect can change behaviour. in a world where differences are highlighted, look for similarities. No DMs please.', 'created_at': '2011-11-14T23:42:32.000Z', 'id': '412631330', 'verified': False}",0.5574
2023-05-02 03:43:08+00:00,1.20E+18,"RT @FAustralians: The ALP will never answer Thomas Sowell's 3 questions about why the ALP says #VoiceToParliament will solve issues.

ALP's…","{'pinned_tweet_id': '1650735142800097281', 'public_metrics': {'followers_count': 7385, 'following_count': 8089, 'tweet_count': 78729, 'listed_count': 15}, 'url': 'https://t.co/tgbhSELKav', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tgbhSELKav', 'expanded_url': 'https://gab.com/FOTA', 'display_url': 'gab.com/FOTA'}]}, 'description': {'hashtags': [{'start': 0, 'end': 9, 'tag': 'Code2035'}]}}, 'location': 'Australian land.', 'protected': False, 'name': 'FOTA - Recogonise aggressors against your nation', 'username': 'FAustralians', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1487585297068343299/3njNJtyt_normal.jpg', 'description': '#Code2035\nFriend\nOf\nThe\nAustralians\n.  \nWell-known and popular mega-Australian.', 'created_at': '2019-12-05T11:01:56.000Z', 'id': '1202543449850798080', 'verified': False}",0.2023
2023-05-02 03:42:33+00:00,7.80E+17,RT @SquizzSTK: The spineless Victorian Liberals got praise from the media yesterday for not having a position on the Voice ... because they…,"{'pinned_tweet_id': '1596252270102216704', 'public_metrics': {'followers_count': 3906, 'following_count': 4630, 'tweet_count': 394955, 'listed_count': 1}, 'entities': {'description': {'hashtags': [{'start': 0, 'end': 6, 'tag': 'Black'}]}}, 'location': 'Qld', 'protected': False, 'name': 'Ngiare', 'username': 'BeattieNgiare', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1512936807503396866/WHAQqt2g_normal.jpg', 'description': '#Black Lives Matter', 'created_at': '2016-09-24T22:48:17.000Z', 'id': '779814741736730624', 'verified': False}",0.5574
2023-05-02 03:42:33+00:00,2838683252,RT @BlakAcademic: Listening to the Voice inquiry in #Cairns while at work.  So wonderful to hear so many Elders and elected Local Council m…,"{'public_metrics': {'followers_count': 286, 'following_count': 617, 'tweet_count': 15190, 'listed_count': 1}, 'protected': False, 'name': 'MerleMc', 'username': 'MerleMc1', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1114328492684890112/TpV475Z4_normal.jpg', 'description': 'War baby, country kid, city grandma, love my rainwater tanks and garden', 'created_at': '2014-10-03T05:04:38.000Z', 'id': '2838683252', 'verified': False}",0.6115
2023-05-02 03:42:25+00:00,4896578304,"RT @AWStephen: Well worth a read: “Australia is at a moment in time, a clinch point, where the outcome of this referendum will not change w…","{'public_metrics': {'followers_count': 2199, 'following_count': 1727, 'tweet_count': 243594, 'listed_count': 544}, 'location': 'Melbourne, Victoria', 'protected': False, 'name': 'Stuart Peterson', 'username': 'marieeandstuar2', 'profile_image_url': 'https://pbs.twimg.com/profile_images/740108881523707907/RTzJLgS0_normal.jpg', 'description': '', 'created_at': '2016-02-12T09:23:00.000Z', 'id': '4896578304', 'verified': False}",0.4588
2023-05-02 03:42:08+00:00,334288113,"RT @AWStephen: Well worth a read: “Australia is at a moment in time, a clinch point, where the outcome of this referendum will not change w…","{'public_metrics': {'followers_count': 527, 'following_count': 1443, 'tweet_count': 9981, 'listed_count': 0}, 'location': 'Tasmania', 'protected': False, 'name': 'Sacky #VoteYes', 'username': 'M_Elph', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1595930882074083328/tg6fya12_normal.jpg', 'description': 'Bird lover and inequality hater.', 'created_at': '2011-07-12T21:24:37.000Z', 'id': '334288113', 'verified': False}",0.4588
2023-05-02 03:39:28+00:00,1.28E+18,RT @MissPolly62: Tony Abbott is trending so I thought it was the perfect time to share this hilarious video of the dimwitted fool. How he e…,"{'public_metrics': {'followers_count': 214, 'following_count': 196, 'tweet_count': 18581, 'listed_count': 0}, 'protected': False, 'name': 'John Cleary', 'username': 'JohnCle76303399', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1649727103703875584/dL3havoq_normal.jpg', 'description': '', 'created_at': '2020-07-01T02:02:28.000Z', 'id': '1278146668320288769', 'verified': False}",0.729
2023-05-02 03:38:43+00:00,1641926725,"RT @EddieSynot: Very clear evidence from Law Council of Australia, including current president Luke Murphy, &amp; former presidents Fiona McLeo…","{'pinned_tweet_id': '1564999808653283328', 'public_metrics': {'followers_count': 7858, 'following_count': 2750, 'tweet_count': 10634, 'listed_count': 93}, 'url': 'https://t.co/MJn40OHEm8', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MJn40OHEm8', 'expanded_url': 'http://www.fionamcleodsc.com/', 'display_url': 'fionamcleodsc.com'}]}, 'description': {'hashtags': [{'start': 11, 'end': 19, 'tag': 'VoteYes'}]}}, 'location': 'Wurundjeri lands, Australia', 'protected': False, 'name': 'Fi McLeod AO SC', 'username': 'FiMcLeodSC', 'profile_image_url': 'https://pbs.twimg.com/profile_images/892000198091718656/k1iv1-hH_normal.jpg', 'description': 'Voting YES #VoteYes', 'created_at': '2013-08-03T03:08:39.000Z', 'id': '1641926725', 'verified': False}",0.4391
2023-05-02 03:35:59+00:00,293369545,"RT @lesstenny: Is Michaelia Cash cooked in the head?         #auspol 

#auspol #VoiceToParliament https://t.co/NeGfeHtF6O","{'public_metrics': {'followers_count': 2363, 'following_count': 5005, 'tweet_count': 63024, 'listed_count': 17}, 'location': 'Newcastle', 'protected': False, 'name': 'Ron Fitzpatrick', 'username': 'TelecasterRon', 'profile_image_url': 'https://pbs.twimg.com/profile_images/508832199743770624/7tVEs9Cl_normal.jpeg', 'description': 'Interested in a fairer Oz, Anything related to the Blues. Rabbitohs fan.  68 and still working hard', 'created_at': '2011-05-05T07:06:33.000Z', 'id': '293369545', 'verified': False}",0
2023-05-02 03:34:46+00:00,9.64E+17,"RT @philmupp1: #VoiceToParliament 
WA Stokesperson for the LNP Michaelia Cash promoting the no campaign because Indigenous Australians make…","{'pinned_tweet_id': '1531592717725495296', 'public_metrics': {'followers_count': 195, 'following_count': 464, 'tweet_count': 35080, 'listed_count': 1}, 'location': 'Coolangatta NSW south coast', 'protected': False, 'name': '💧Stephen John Frannklin - Jerrinja country', 'username': 'SFrannklin', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1274114822167093250/L9pwBTWK_normal.jpg', 'description': 'A retired engineer 👷\u200d♀️ who supports investigative journalism which uncovers the truth, reveals the facts and tells the whole unbiased story.', 'created_at': '2018-02-16T10:45:01.000Z', 'id': '964450538023657472', 'verified': False}",0.0772
2023-05-02 03:30:53+00:00,338633208,RT @marlow_watching: Australian Cricketers ponder a decision as to the Racially Divisive Voice..this time not secreting sandpaper. What has…,"{'public_metrics': {'followers_count': 2330, 'following_count': 2298, 'tweet_count': 185469, 'listed_count': 4}, 'location': 'Sunshine State , Australia 🌞', 'protected': False, 'name': 'PamelaHanr…', 'username': '53pamela_h', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1608313696992006144/tSiy0D0Z_normal.jpg', 'description': '✝️ 🇦🇺🇦🇺🇦🇺 NO DMs and if you protect your tweets and follow me I WON’T FOLLOW BACK', 'created_at': '2011-07-19T21:29:40.000Z', 'id': '338633208', 'verified': False}",0
2023-05-02 03:29:09+00:00,1070385919,"RT @EddieSynot: Times up Warren (@nyunggai)! Whether Yes or No, your grift is exposed. You ignore communities calling out for the Voice &amp; i…","{'public_metrics': {'followers_count': 1071, 'following_count': 1677, 'tweet_count': 54257, 'listed_count': 34}, 'protected': False, 'name': 'Ann Kreger', 'username': 'AnnKreger', 'profile_image_url': 'https://pbs.twimg.com/profile_images/677944190160912384/XkhMT4AQ_normal.jpg', 'description': 'Passion: Human rights', 'created_at': '2013-01-08T08:53:35.000Z', 'id': '1070385919', 'verified': False}",-0.3802
2023-05-02 03:27:09+00:00,1.27E+18,Australian Cricketers ponder a decision as to the Racially Divisive Voice..this time not secreting sandpaper. What has #VoiceToParliament got to do with Cricket? https://t.co/4Km4IQ320P,"{'public_metrics': {'followers_count': 654, 'following_count': 1245, 'tweet_count': 26692, 'listed_count': 13}, 'entities': {'description': {'hashtags': [{'start': 37, 'end': 42, 'tag': 'MAGA'}, {'start': 89, 'end': 96, 'tag': 'VoteNo'}]}}, 'protected': False, 'name': 'Marlow Watching', 'username': 'marlow_watching', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1266920984587599872/v-db5r3X_normal.jpg', 'description': 'Husband💑, Father👨\u200d👧\u200d👧, Businessman💼, #MAGA Love Animals🐕, Anti 🚫PC, 🚫Woke, 🚫Socialists, 🚫#VoteNo, Openly Heterosexual.', 'created_at': '2020-05-31T02:34:01.000Z', 'id': '1266920789015588866', 'verified': False}",0
2023-05-02 03:23:09+00:00,1.36E+18,RT @SquizzSTK: The spineless Victorian Liberals got praise from the media yesterday for not having a position on the Voice ... because they…,"{'pinned_tweet_id': '1604234146947399680', 'public_metrics': {'followers_count': 138, 'following_count': 423, 'tweet_count': 1927, 'listed_count': 2}, 'location': 'Melbourne, Victoria', 'protected': False, 'name': 'UltraPleb', 'username': 'pleb_ultra', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1357563533328748544/n5N6W9Zq_normal.jpg', 'description': ""Rural Victorian youth in the '90s. \nCEO, Director & in the '20s.\nViews my own, including sh## posts\nAllergic to shit policy, regardless of bias"", 'created_at': '2021-01-30T10:04:21.000Z', 'id': '1355456684727042051', 'verified': False}",0.5574
2023-05-02 03:22:08+00:00,1.60E+18,"RT @Studio26151: Says the twidiot who bestowed an honour on Prince Phillip, who thought he was a complete twat #auspol #TheVoice #VoicetoPa…","{'public_metrics': {'followers_count': 157, 'following_count': 285, 'tweet_count': 22945, 'listed_count': 1}, 'location': 'QLD ', 'protected': False, 'name': 'just a bloke', 'username': 'Eammo1961', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1647433514571411459/iD-4Ga5B_normal.jpg', 'description': '', 'created_at': '2022-12-19T08:38:59.000Z', 'id': '1604758105342246912', 'verified': False}",-0.1779
2023-05-02 03:21:53+00:00,1.08E+18,RT @EddieSynot: I mean come on. Warren (@nyunggai) ignores the communities on the ground calling out for the Voice &amp; instead complains to t…,"{'public_metrics': {'followers_count': 89, 'following_count': 2226, 'tweet_count': 22531, 'listed_count': 1}, 'entities': {'description': {'urls': [{'start': 17, 'end': 40, 'url': 'https://t.co/B8p3EhPipt', 'expanded_url': 'http://yes23.com.au', 'display_url': 'yes23.com.au'}, {'start': 42, 'end': 65, 'url': 'https://t.co/RkABqeIXOO', 'expanded_url': 'http://ulurustatement.org', 'display_url': 'ulurustatement.org'}], 'hashtags': [{'start': 0, 'end': 8, 'tag': 'VoteYes'}, {'start': 10, 'end': 16, 'tag': 'Yes23'}]}}, 'location': 'Naarm/Melbourne', 'protected': False, 'name': '#VOTEYES ❤️ 💛 🖤 #YES23', 'username': 'lalalaallalla', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1643885748079439872/JmaGYlur_normal.jpg', 'description': '#VoteYes \n#Yes23\nhttps://t.co/B8p3EhPipt \nhttps://t.co/RkABqeIXOO', 'created_at': '2018-12-27T20:13:02.000Z', 'id': '1078383273745633280', 'verified': False}",-0.5719
